country,is_blend,is_dry,is_red,is_rose,is_sparkling,is_sweet,is_white,price,province,region_1,taster_name,variety,year,rating
US,0,0,1,0,0,0,0,72.0,California,Yountville,Roger Voss,Cabernet Sauvignon,2010.0,4
France,1,0,0,0,0,0,0,25.0,Southwest France,Marcillac,Roger Voss,Red Blend,2009.0,2
US,1,1,1,0,0,0,0,150.0,California,Napa Valley,Roger Voss,Bordeaux-style Red Blend,2006.0,3
France,1,0,0,0,0,0,0,74.0,Bordeaux,Pauillac,Roger Voss,Bordeaux-style Red Blend,2009.0,4
US,0,0,0,0,0,0,0,35.0,California,Santa Barbara County,Matt Kettmann,Syrah,2011.0,3
US,0,1,1,0,0,0,0,32.0,California,Yorkville Highlands,Jim Gordon,Syrah,2013.0,3
France,1,1,1,0,0,0,0,132.0,Champagne,Champagne,Roger Voss,Champagne Blend,2007.0,4
US,0,1,1,0,0,0,0,37.0,California,Russian River Valley,Roger Voss,Pinot Noir,2006.0,2
US,0,1,0,0,0,0,0,49.0,California,Fort Ross-Seaview,Roger Voss,Sauvignon Blanc,2012.0,2
France,1,1,1,0,0,0,0,25.0,Bordeaux,Margaux,Roger Voss,Bordeaux-style Red Blend,2012.0,3
US,0,1,1,1,0,0,0,17.0,New York,Finger Lakes,Anna Lee C. Iijima,Pinot Noir,2015.0,2
Austria,0,0,0,0,0,0,0,103.0,Burgenland,Napa Valley,Roger Voss,Scheurebe,2008.0,4
US,0,0,1,0,0,0,0,45.0,California,Anderson Valley,Virginie Boone,Pinot Noir,2010.0,3
France,1,0,1,0,0,0,0,25.0,Southwest France,Gaillac,Roger Voss,Red Blend,2011.0,3
Portugal,0,0,0,0,0,0,1,11.0,Vinho Verde,Napa Valley,Joe Czerwinski,Alvarinho,1998.0,0
Italy,0,0,1,0,0,0,0,50.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2012.0,2
Hungary,0,0,0,0,0,0,0,32.0,Tokaj,Napa Valley,Jeff Jenssen,Furmint,2011.0,3
US,0,0,0,0,0,1,0,45.0,California,Napa Valley,Roger Voss,Chardonnay,2010.0,2
Portugal,0,0,0,0,0,0,0,18.0,Vinho Espumante de Qualidade,Napa Valley,Roger Voss,Portuguese Sparkling,1999.0,1
US,1,0,1,0,0,0,0,39.0,California,Sta. Rita Hills,Roger Voss,Sparkling Blend,0.0,1
US,0,1,1,0,0,0,0,55.0,California,Napa Valley,Roger Voss,Cabernet Sauvignon,2008.0,3
US,0,0,0,0,0,1,0,60.0,California,Diamond Mountain District,Roger Voss,Cabernet Sauvignon,2004.0,1
Italy,1,0,1,0,0,0,0,20.0,Tuscany,Toscana,Kerin O’Keefe,Red Blend,2014.0,2
US,1,1,0,0,0,0,0,14.0,California,California,Jim Gordon,Sparkling Blend,2011.0,2
Italy,0,0,1,0,0,0,0,40.0,Tuscany,Brunello di Montalcino,Roger Voss,Sangiovese Grosso,2006.0,3
US,0,0,0,0,0,0,0,15.0,New York,Seneca Lake,Anna Lee C. Iijima,Chardonnay,2013.0,1
Italy,0,0,0,0,0,0,0,20.0,Northeastern Italy,Collio,Kerin O’Keefe,Pinot Grigio,2013.0,3
US,0,0,0,0,0,0,0,32.0,California,Santa Maria Valley,Roger Voss,Chardonnay,2011.0,1
Italy,1,0,1,0,0,0,0,27.0,Lombardy,Valtellina Superiore,Kerin O’Keefe,Red Blend,2010.0,2
Argentina,0,0,0,0,0,0,0,13.0,Mendoza Province,Mendoza,Michael Schachner,Cabernet Sauvignon,2016.0,1
US,0,0,0,0,0,0,0,6.0,California,California,Roger Voss,Sauvignon Blanc,2001.0,1
France,1,0,0,0,0,0,0,17.0,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,Bordeaux-style Red Blend,2014.0,1
Chile,0,0,0,0,0,0,0,15.0,Maipo Valley,Napa Valley,Roger Voss,Cabernet Sauvignon,1998.0,0
US,0,0,0,0,0,0,0,11.0,California,California,Roger Voss,Zinfandel,2011.0,0
France,0,0,0,0,1,0,0,20.0,Loire Valley,Vouvray,Roger Voss,Chenin Blanc,2010.0,3
US,0,0,0,0,0,0,0,52.0,California,Mendocino County,Jim Gordon,Pinot Noir,2014.0,4
France,1,0,0,0,0,0,0,25.0,Bordeaux,Saint-Estèphe,Roger Voss,Bordeaux-style Red Blend,2008.0,3
Spain,0,0,0,0,0,0,0,6.0,Levante,Valencia,Michael Schachner,Rosé,2014.0,1
France,0,0,0,0,0,0,0,52.0,Champagne,Champagne,Roger Voss,Chardonnay,2009.0,3
Austria,0,0,1,0,0,0,0,40.0,Kamptal,Napa Valley,Anne Krebiehl MW,Riesling,2014.0,3
Austria,0,1,0,0,0,0,0,22.0,Kamptal,Napa Valley,Anne Krebiehl MW,Riesling,2016.0,3
US,0,0,0,0,0,1,0,23.0,California,California,Jim Gordon,Riesling,2013.0,1
US,0,0,0,0,0,0,0,45.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Syrah,2014.0,1
US,0,0,0,0,0,0,0,14.0,California,Mendocino,Jim Gordon,Sauvignon Blanc,2013.0,2
France,0,0,0,0,0,0,0,25.0,Burgundy,Bourgogne,Roger Voss,Chardonnay,2010.0,1
Italy,0,0,0,0,0,0,1,30.0,Lombardy,Lugana,Kerin O’Keefe,Turbiana,2011.0,2
US,0,0,1,0,0,0,0,38.0,California,Alexander Valley,Roger Voss,Cabernet Sauvignon,2010.0,3
US,0,0,0,0,0,0,0,37.0,Washington,Horse Heaven Hills,Paul Gregutt,Cabernet Sauvignon,2005.0,2
France,1,0,1,0,0,0,0,30.0,Bordeaux,Médoc,Roger Voss,Bordeaux-style Red Blend,2012.0,3
Italy,0,0,0,0,0,0,0,150.0,Tuscany,Chianti Classico,Kerin O’Keefe,Sangiovese,2010.0,3
Italy,1,0,1,0,0,0,0,38.0,Tuscany,Toscana,Kerin O’Keefe,Red Blend,2011.0,3
Spain,0,1,0,1,0,0,0,10.0,Spain Other,Spain,Michael Schachner,Rosado,2013.0,1
Italy,0,0,1,0,0,0,0,66.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2010.0,2
US,0,0,0,0,0,0,1,24.0,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Sémillon,2015.0,2
France,0,1,1,0,0,0,0,22.0,Burgundy,Mercurey,Roger Voss,Pinot Noir,2010.0,2
US,0,0,0,0,0,0,0,32.0,Oregon,Walla Walla Valley (OR),Paul Gregutt,Petit Verdot,2010.0,2
Germany,0,1,0,0,0,0,1,43.0,Mosel,Napa Valley,Anna Lee C. Iijima,Riesling,2014.0,3
Germany,0,1,0,0,0,0,0,35.0,Rheingau,Napa Valley,Anna Lee C. Iijima,Riesling,2011.0,3
US,0,0,1,0,0,0,1,50.0,California,St. Helena,Virginie Boone,Cabernet Franc,2012.0,3
US,0,1,0,0,0,0,0,40.0,California,Russian River Valley,Roger Voss,Chardonnay,2009.0,4
New Zealand,0,0,1,0,0,0,0,31.0,Marlborough,Napa Valley,Joe Czerwinski,Pinot Noir,2011.0,2
Chile,0,0,1,0,0,0,0,13.0,Maipo Valley,Napa Valley,Michael Schachner,Cabernet Sauvignon,2007.0,1
France,1,0,0,0,0,0,0,25.0,Southwest France,Madiran,Roger Voss,Red Blend,2012.0,4
Portugal,0,0,0,0,0,0,0,9.0,Tejo,Napa Valley,Roger Voss,Portuguese White,2015.0,2
US,0,0,1,0,0,0,0,19.0,Virginia,Virginia,Roger Voss,Merlot,2011.0,2
US,0,0,0,0,0,0,0,22.0,California,Alexander Valley,Virginie Boone,Sauvignon Blanc,2016.0,3
France,1,0,0,0,0,0,0,17.0,Rhône Valley,Côtes du Rhône,Joe Czerwinski,Rhône-style Red Blend,2012.0,2
US,0,0,1,0,0,0,0,75.0,California,Rutherford,Virginie Boone,Cabernet Sauvignon,2012.0,3
France,1,0,0,0,0,0,1,10.0,Bordeaux,Bordeaux Blanc,Roger Voss,Bordeaux-style White Blend,2016.0,3
France,0,0,0,0,0,0,1,15.0,France Other,Vin de France,Roger Voss,Chardonnay,2015.0,2
Austria,0,0,0,0,0,0,0,25.0,Wagram-Donauland,Napa Valley,Roger Voss,Grüner Veltliner,2010.0,2
US,0,1,0,0,0,0,0,26.0,New York,Finger Lakes,Anna Lee C. Iijima,Riesling,2013.0,2
France,1,0,0,0,0,1,0,35.0,Bordeaux,Saint-Estèphe,Roger Voss,Bordeaux-style Red Blend,2009.0,3
Spain,1,1,0,0,0,0,0,13.0,Levante,Alicante,Michael Schachner,White Blend,2009.0,1
France,0,0,1,0,0,0,0,35.0,Champagne,Champagne,Roger Voss,Pinot Noir,2011.0,1
US,0,0,1,0,0,0,0,22.0,Washington,Walla Walla Valley (WA),Paul Gregutt,Sangiovese,2006.0,1
Italy,0,0,1,0,0,0,0,24.0,Tuscany,Toscana,Kerin O’Keefe,Sangiovese,2011.0,2
Austria,0,0,0,0,0,0,0,13.0,Burgenland,Napa Valley,Anne Krebiehl MW,Sauvignon Blanc,2015.0,2
Italy,1,0,0,0,0,0,0,30.0,Tuscany,Maremma,Roger Voss,White Blend,2006.0,3
Chile,0,0,1,0,0,0,0,25.0,Elqui Valley,Napa Valley,Michael Schachner,Carmenère,2014.0,2
US,0,1,1,0,0,0,0,32.0,California,Paso Robles,Matt Kettmann,Carignan,2013.0,3
US,1,0,1,0,0,0,0,50.0,Washington,Red Mountain,Paul Gregutt,Bordeaux-style Red Blend,2008.0,3
US,0,0,0,0,0,1,0,30.0,California,Bennett Valley,Roger Voss,Syrah,2007.0,1
France,1,0,0,0,0,0,0,11.0,Rhône Valley,Côtes du Rhône,Joe Czerwinski,Rhône-style Red Blend,2014.0,1
Italy,0,0,1,0,0,0,0,24.0,Tuscany,Rosso di Montalcino,Kerin O’Keefe,Sangiovese,2011.0,2
Italy,0,0,0,0,0,0,0,38.0,Sicily & Sardinia,Sicilia,Roger Voss,Syrah,2009.0,3
Italy,0,0,1,0,0,0,0,25.0,Tuscany,Chianti Classico,Kerin O’Keefe,Sangiovese,2013.0,3
Spain,1,0,0,0,0,0,0,20.0,Northern Spain,Rioja,Michael Schachner,Tempranillo Blend,2012.0,3
Italy,1,0,1,0,0,0,0,22.0,Tuscany,Rosso di Montepulciano,Kerin O’Keefe,Red Blend,2011.0,1
Italy,0,0,0,0,0,0,0,22.0,Central Italy,Emilia-Romagna,Roger Voss,Lambrusco,2011.0,0
Chile,0,0,0,0,0,0,0,10.0,Maule Valley,Napa Valley,Michael Schachner,Sauvignon Blanc,2012.0,1
US,1,0,0,0,0,0,1,20.0,California,Santa Barbara County,Matt Kettmann,Rhône-style White Blend,2015.0,2
France,1,0,0,0,0,0,0,20.0,Southwest France,Côtes de Gascogne,Roger Voss,Merlot-Tannat,2011.0,2
France,1,0,0,0,0,0,0,19.0,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,Bordeaux-style Red Blend,2012.0,2
US,0,1,0,0,0,0,0,50.0,California,Sonoma Coast,Roger Voss,Pinot Noir,2010.0,3
Spain,1,0,1,0,0,0,0,10.0,Catalonia,Catalunya,Michael Schachner,Red Blend,2006.0,1
Italy,0,0,0,1,0,1,0,25.0,Southern Italy,Cirò,Roger Voss,Rosé,2007.0,1
France,1,0,1,0,0,0,0,12.0,Bordeaux,Bordeaux,Roger Voss,Bordeaux-style Red Blend,2014.0,1
US,0,1,0,0,0,0,0,65.0,California,Napa Valley,Roger Voss,Cabernet Sauvignon,2009.0,3
US,0,0,1,0,0,0,0,120.0,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Syrah,2013.0,4
Spain,0,0,0,0,0,0,1,16.0,Andalucia,Jerez,Michael Schachner,Sherry,2011.0,3
US,0,1,0,0,0,0,0,8.0,California,California,Roger Voss,Zinfandel,2010.0,1
US,0,1,0,0,0,1,0,35.0,California,Napa Valley,Roger Voss,Cabernet Sauvignon,2005.0,3
US,0,1,1,0,0,0,0,52.0,California,Anderson Valley,Jim Gordon,Pinot Noir,2013.0,3
US,0,1,0,0,0,0,0,20.0,Michigan,Lake Michigan Shore,Alexander Peartree,Riesling,2013.0,1
US,0,0,0,0,0,0,0,44.0,Washington,Washington,Sean P. Sullivan,Chardonnay,2015.0,3
France,1,0,0,0,0,0,0,35.0,Bordeaux,Saint-Émilion,Roger Voss,Bordeaux-style Red Blend,2013.0,1
Italy,0,1,1,0,0,0,0,30.0,Sicily & Sardinia,Isola dei Nuraghi,Roger Voss,Bovale,2009.0,2
US,0,0,0,0,0,0,0,24.0,New Mexico,New Mexico,Susan Kostrzewa,Mourvèdre,2007.0,1
Italy,0,0,1,0,0,0,1,35.0,Tuscany,Chianti Classico,Kerin O’Keefe,Sangiovese,2010.0,2
Italy,1,1,1,0,0,0,0,17.0,Tuscany,Morellino di Scansano,Kerin O’Keefe,Red Blend,2011.0,2
Italy,1,0,0,0,0,0,0,75.0,Veneto,Amarone della Valpolicella Classico,Kerin O’Keefe,Red Blend,2012.0,3
US,0,0,1,0,0,0,0,52.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Noir,2006.0,3
US,0,1,0,0,0,0,0,46.0,California,Santa Lucia Highlands,Roger Voss,Pinot Noir,2009.0,2
US,0,1,1,0,0,1,0,55.0,California,Russian River Valley,Virginie Boone,Pinot Noir,2013.0,3
Australia,0,1,0,0,0,0,0,20.0,South Australia,Clare Valley,Joe Czerwinski,Riesling,2012.0,3
Argentina,0,0,0,0,0,0,0,36.0,Mendoza Province,Tupungato,Michael Schachner,Cabernet Franc,2013.0,3
US,0,0,0,0,0,0,0,14.0,Oregon,Rogue Valley,Sean P. Sullivan,Chardonnay,2012.0,3
US,0,0,0,0,0,1,0,35.0,California,Russian River Valley,Roger Voss,Pinot Noir,2009.0,1
US,0,0,1,0,0,1,0,22.0,Washington,Columbia Valley (WA),Paul Gregutt,Merlot,2005.0,3
Italy,0,0,1,0,0,1,0,55.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2010.0,1
US,0,0,0,0,0,0,0,35.0,California,Red Hills Lake County,Jim Gordon,Malbec,2014.0,4
England,0,0,1,0,0,0,1,50.0,England,Napa Valley,Anne Krebiehl MW,Pinot Noir,2014.0,3
US,1,1,0,0,0,0,1,20.0,Virginia,Virginia,Anna Lee C. Iijima,White Blend,2011.0,1
Spain,0,0,0,0,0,0,0,16.0,Galicia,Rías Baixas,Michael Schachner,Albariño,2014.0,2
Moldova,1,1,1,0,0,0,0,10.0,Moldova,Napa Valley,Jeff Jenssen,Red Blend,2015.0,1
France,0,0,0,0,0,0,0,161.0,Burgundy,Meursault,Roger Voss,Chardonnay,2015.0,2
US,0,0,0,0,0,0,0,50.0,Oregon,Eola-Amity Hills,Paul Gregutt,Pinot Noir,2013.0,3
France,1,0,1,0,0,0,0,25.0,Bordeaux,Pauillac,Roger Voss,Bordeaux-style Red Blend,2008.0,4
US,0,1,0,0,0,0,0,24.0,California,Dry Creek Valley,Roger Voss,Zinfandel,2010.0,2
France,1,0,1,0,0,0,0,25.0,Bordeaux,Saint-Émilion,Roger Voss,Bordeaux-style Red Blend,2009.0,4
Italy,1,0,1,0,0,0,0,20.0,Tuscany,Bolgheri,Roger Voss,Red Blend,2010.0,2
France,1,0,0,0,0,0,0,75.0,Rhône Valley,Condrieu,Roger Voss,Rhône-style White Blend,2000.0,3
Australia,0,0,0,0,0,0,1,45.0,Western Australia,Margaret River,Joe Czerwinski,Chardonnay,2009.0,2
New Zealand,0,0,0,0,0,0,0,40.0,Marlborough,Napa Valley,Joe Czerwinski,Pinot Noir,2013.0,3
Italy,0,0,0,0,0,0,0,20.0,Tuscany,Bolgheri,Roger Voss,Vermentino,2009.0,2
US,1,0,0,0,0,0,0,78.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Bordeaux-style Red Blend,2012.0,3
France,0,0,0,0,0,0,0,22.0,Beaujolais,Morgon,Roger Voss,Gamay,2015.0,3
Spain,1,0,1,0,0,0,0,9.0,Northern Spain,Cariñena,Michael Schachner,Tempranillo Blend,2011.0,0
Italy,0,0,0,1,0,0,0,25.0,Sicily & Sardinia,Etna,Roger Voss,Rosé,2008.0,1
France,0,0,1,0,0,0,0,14.0,Beaujolais,Beaujolais,Roger Voss,Gamay,2013.0,1
France,0,0,0,0,0,0,0,15.0,Beaujolais,Beaujolais Blanc,Roger Voss,Chardonnay,2012.0,1
US,1,0,1,0,0,0,0,32.0,California,Paso Robles,Matt Kettmann,Red Blend,2012.0,3
Italy,0,1,0,0,0,0,1,25.0,Lombardy,Lugana,Kerin O’Keefe,Turbiana,2011.0,2
US,0,0,0,0,0,0,0,36.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Noir,0.0,2
Croatia,1,1,1,0,0,0,1,41.0,Istria,Napa Valley,Jeff Jenssen,White Blend,2008.0,3
US,0,0,1,0,0,0,0,80.0,California,Anderson Valley,Jim Gordon,Pinot Noir,2011.0,3
Spain,0,0,0,0,0,0,0,14.0,Northern Spain,Toro,Michael Schachner,Tempranillo,2013.0,1
US,0,0,0,0,0,0,0,80.0,Oregon,Walla Walla Valley (OR),Paul Gregutt,Tempranillo,2009.0,4
Italy,0,0,0,0,0,0,0,13.0,Veneto,Valpolicella Classico Superiore,Roger Voss,"Corvina, Rondinella, Molinara",2009.0,1
France,1,0,1,0,0,0,0,20.0,Bordeaux,Bordeaux Supérieur,Roger Voss,Bordeaux-style Red Blend,2013.0,1
France,0,1,0,0,0,0,0,32.0,Alsace,Alsace,Anne Krebiehl MW,Auxerrois,2014.0,3
Spain,0,0,0,0,0,0,0,10.0,Northern Spain,Ribera del Duero,Michael Schachner,Tempranillo,2011.0,1
Austria,0,0,0,0,0,0,0,60.0,Burgenland,Napa Valley,Roger Voss,Chardonnay,2004.0,3
France,1,0,1,0,0,0,0,10.0,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,Bordeaux-style Red Blend,2015.0,2
France,1,0,1,0,0,0,0,20.0,Bordeaux,Côtes de Bourg,Roger Voss,Bordeaux-style Red Blend,2014.0,1
Italy,0,0,0,0,0,0,0,25.0,Tuscany,Maremma,Roger Voss,Vermentino,2010.0,1
US,0,0,0,0,0,0,1,39.0,New York,Finger Lakes,Anna Lee C. Iijima,Riesling,2015.0,2
US,1,0,1,0,0,0,0,50.0,Washington,Rattlesnake Hills,Paul Gregutt,Red Blend,2008.0,4
New Zealand,0,0,0,0,0,0,0,20.0,Hawke's Bay,Napa Valley,Joe Czerwinski,Chardonnay,2008.0,1
France,0,0,1,0,0,0,0,19.0,Provence,Côtes de Provence,Roger Voss,Rosé,2015.0,3
US,0,0,0,0,0,0,0,54.0,California,Carneros,Virginie Boone,Pinot Noir,2012.0,3
Italy,0,0,0,0,0,0,1,19.0,Northeastern Italy,Alto Adige,Kerin O’Keefe,Pinot Bianco,2014.0,2
Italy,0,0,0,0,0,0,0,24.0,Central Italy,Offida Pecorino,Roger Voss,Pecorino,2006.0,1
France,0,0,0,0,0,0,0,22.0,Burgundy,Chablis,Roger Voss,Chardonnay,2010.0,2
Italy,0,1,1,0,0,0,0,103.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2012.0,2
US,0,0,0,0,0,0,0,24.0,Virginia,Shenandoah Valley,Roger Voss,Chardonnay,2011.0,1
Italy,0,1,1,0,0,0,0,35.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Sangiovese,2012.0,3
US,0,1,0,0,0,0,0,37.0,California,Carneros,Roger Voss,Chardonnay,2001.0,3
US,0,0,0,0,0,0,0,45.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Noir,2008.0,0
Spain,1,0,0,0,0,0,0,22.0,Catalonia,Cava,Michael Schachner,Sparkling Blend,2008.0,1
US,0,0,0,0,0,0,0,45.0,California,Sonoma Valley,Roger Voss,Chardonnay,2009.0,3
Italy,0,0,0,0,0,0,0,25.0,Tuscany,Vernaccia di San Gimignano,Kerin O’Keefe,Vernaccia,2012.0,1
US,0,0,0,0,0,0,0,20.0,California,Sonoma County-Monterey County-Napa County,Roger Voss,Chardonnay,2012.0,1
Germany,0,1,0,0,0,0,0,18.0,Rheinhessen,Napa Valley,Anna Lee C. Iijima,Riesling,2013.0,2
US,0,0,0,0,0,0,0,25.0,Michigan,Lake Michigan Shore,Alexander Peartree,Chardonnay,2013.0,1
Portugal,0,0,0,0,0,0,0,15.0,Alentejano,Napa Valley,Roger Voss,Rosé,2016.0,1
New Zealand,0,0,0,0,0,0,0,18.0,Marlborough,Napa Valley,Joe Czerwinski,Pinot Noir,2012.0,1
US,0,1,0,0,0,1,0,40.0,California,Santa Lucia Highlands,Roger Voss,Chardonnay,2010.0,2
Italy,0,0,0,0,0,0,1,44.0,Northeastern Italy,Alto Adige,Roger Voss,Sauvignon Blanc,2009.0,3
US,0,0,0,0,0,0,0,35.0,California,Paso Robles,Roger Voss,Cabernet Sauvignon,2010.0,3
US,1,1,1,0,0,0,0,45.0,California,Diamond Mountain District,Roger Voss,Bordeaux-style Red Blend,2008.0,3
US,0,0,0,0,0,0,0,20.0,Oregon,McMinnville,Paul Gregutt,Pinot Noir,2008.0,1
Italy,0,0,0,0,0,0,1,28.0,Tuscany,Chianti Classico,Kerin O’Keefe,Sangiovese,2010.0,4
US,0,0,0,0,0,1,0,42.0,California,Sonoma Valley,Virginie Boone,Zinfandel,2011.0,1
US,0,0,0,0,0,0,0,17.0,California,Napa Valley,Roger Voss,Merlot,1999.0,3
South Africa,1,0,1,0,0,0,0,30.0,Coastal Region,Napa Valley,Lauren Buzzeo,Red Blend,2014.0,3
US,0,0,0,0,0,0,0,18.0,Washington,Columbia Gorge (WA),Sean P. Sullivan,Riesling,2012.0,2
US,0,0,0,0,0,1,0,70.0,California,Russian River Valley,Roger Voss,Chardonnay,2009.0,4
Portugal,0,0,0,0,0,0,0,25.0,Alentejano,Napa Valley,Roger Voss,Portuguese White,2010.0,1
US,1,0,1,1,0,0,0,22.0,California,Santa Ynez Valley,Matt Kettmann,Rhône-style Red Blend,2013.0,3
US,0,0,0,1,0,0,0,13.0,North Carolina,Swan Creek,Roger Voss,Rosé,2012.0,0
Spain,1,0,0,0,0,0,1,40.0,Northern Spain,Rioja,Michael Schachner,White Blend,2008.0,2
US,0,0,0,0,0,0,0,35.0,Washington,Columbia Valley (WA),Paul Gregutt,Malbec,2005.0,2
Spain,0,0,1,0,0,0,0,12.0,Northern Spain,Rioja,Michael Schachner,Tempranillo,2013.0,2
US,0,0,0,0,0,0,0,21.0,California,Napa Valley,Roger Voss,Merlot,2010.0,1
France,1,0,0,0,0,0,0,60.0,Rhône Valley,Châteauneuf-du-Pape,Joe Czerwinski,Rhône-style Red Blend,2009.0,4
Italy,0,0,1,0,0,0,0,25.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Sangiovese,2009.0,1
US,1,0,0,0,0,0,0,50.0,Washington,Yakima Valley,Paul Gregutt,Red Blend,2009.0,1
Italy,1,0,1,0,0,0,0,70.0,Veneto,Amarone della Valpolicella,Kerin O’Keefe,Red Blend,2008.0,3
Italy,0,0,0,0,0,0,0,25.0,Sicily & Sardinia,Sicilia,Roger Voss,Chardonnay,2008.0,2
US,0,0,1,0,0,0,0,55.0,California,Rutherford,Virginie Boone,Cabernet Sauvignon,2013.0,1
Portugal,0,0,0,0,0,0,0,46.0,Douro,Napa Valley,Michael Schachner,Port,1997.0,3
US,1,0,0,0,0,0,0,55.0,Washington,Washington,Paul Gregutt,Red Blend,2008.0,4
France,0,0,0,0,0,0,1,25.0,Champagne,Champagne,Roger Voss,Chardonnay,2002.0,3
US,1,1,0,0,0,0,0,25.0,California,Sierra Foothills,Jim Gordon,Red Blend,2010.0,2
Germany,0,0,0,0,0,1,0,31.0,Mosel,Napa Valley,Joe Czerwinski,Riesling,2009.0,3
South Africa,0,0,0,0,0,1,0,10.0,Western Cape,Napa Valley,Lauren Buzzeo,Chenin Blanc,2011.0,1
Argentina,0,0,0,0,0,0,0,10.0,Mendoza Province,Mendoza,Michael Schachner,Merlot,2008.0,1
US,1,1,1,0,0,0,0,40.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Rhône-style Red Blend,2012.0,3
New Zealand,0,0,0,0,0,0,1,16.0,Hawke's Bay,Napa Valley,Joe Czerwinski,Syrah,2010.0,2
Italy,1,0,1,0,0,0,0,30.0,Veneto,Amarone della Valpolicella Classico,Kerin O’Keefe,Red Blend,2010.0,3
US,1,0,1,0,0,0,0,75.0,Washington,Red Mountain,Sean P. Sullivan,Red Blend,2012.0,3
US,1,0,1,0,0,0,0,65.0,California,Paso Robles,Matt Kettmann,Rhône-style Red Blend,2013.0,2
Argentina,1,0,0,0,0,0,0,120.0,Mendoza Province,Valle de Uco,Michael Schachner,Bordeaux-style Red Blend,2012.0,3
US,0,0,1,0,0,0,0,15.0,California,California,Jim Gordon,Pinot Noir,2013.0,3
Spain,1,0,0,0,0,0,0,25.0,Catalonia,Cava,Michael Schachner,Sparkling Blend,2011.0,2
France,1,0,1,0,0,0,0,29.0,Bordeaux,Listrac-Médoc,Roger Voss,Bordeaux-style Red Blend,2012.0,2
Austria,0,1,0,0,0,0,0,25.0,Niederösterreich,Napa Valley,Anne Krebiehl MW,Riesling,2015.0,3
Portugal,0,0,0,0,0,0,0,25.0,Lisboa,Napa Valley,Roger Voss,Portuguese White,2012.0,1
US,0,0,0,0,0,0,1,23.0,California,Paso Robles,Roger Voss,Viognier,2011.0,2
Austria,1,0,1,0,0,0,0,56.0,Burgenland,Napa Valley,Roger Voss,Austrian Red Blend,2006.0,3
US,1,0,0,0,0,0,0,24.0,California,Livermore Valley,Virginie Boone,Red Blend,2009.0,2
US,0,0,0,0,0,0,0,30.0,California,Paso Robles,Roger Voss,Syrah,2004.0,2
South Africa,1,0,0,1,0,1,0,11.0,Northern Cape,Napa Valley,Lauren Buzzeo,Sparkling Blend,2011.0,1
US,1,1,0,0,0,0,0,38.0,California,Santa Barbara County,Matt Kettmann,Rhône-style Red Blend,2012.0,3
France,1,0,0,0,0,0,0,55.0,Bordeaux,Côtes de Bourg,Roger Voss,Bordeaux-style Red Blend,2012.0,3
Italy,1,0,1,0,0,0,0,25.0,Veneto,Valpolicella Classico Superiore Ripasso,Kerin O’Keefe,Red Blend,2011.0,1
Spain,0,0,1,0,0,0,0,19.0,Northern Spain,Ribera del Duero,Michael Schachner,Tinto Fino,2009.0,2
US,1,0,1,0,0,0,0,32.0,California,Paso Robles,Matt Kettmann,Cabernet Sauvignon-Malbec,2012.0,3
Italy,0,0,0,0,0,1,1,12.0,Central Italy,Colli Aprutini,Roger Voss,Pinot Grigio,2011.0,1
US,0,0,1,0,0,0,0,30.0,California,High Valley,Jim Gordon,Petite Sirah,2011.0,3
Italy,0,0,0,0,0,0,0,25.0,Veneto,Valpolicella Superiore Ripasso,Roger Voss,"Corvina, Rondinella, Molinara",2006.0,1
US,1,0,0,0,0,0,1,28.0,California,Central Coast,Matt Kettmann,Rhône-style White Blend,2014.0,3
Italy,1,0,0,0,0,0,1,25.0,Southern Italy,Campania,Roger Voss,White Blend,2009.0,2
Spain,0,0,0,0,0,0,0,15.0,Northern Spain,Ribera del Duero,Michael Schachner,Tempranillo,2008.0,1
US,0,1,0,0,0,0,0,25.0,California,Carneros,Roger Voss,Chardonnay,2007.0,1
US,0,0,0,0,0,0,0,19.0,California,Napa Valley,Virginie Boone,Chardonnay,2013.0,3
US,0,0,0,0,0,0,0,15.0,Washington,Columbia Valley (WA),Paul Gregutt,Chardonnay,2011.0,1
France,0,0,0,0,0,0,1,32.0,Burgundy,Mercurey,Roger Voss,Chardonnay,2011.0,2
France,0,1,0,0,0,0,0,27.0,Alsace,Alsace,Roger Voss,Gewürztraminer,2006.0,1
US,0,0,1,0,0,0,0,57.0,Washington,Columbia Valley (WA),Paul Gregutt,Meritage,2010.0,3
