country,is_blend,is_dry,is_red,is_rose,is_sparkling,is_sweet,is_white,price,province,region_1,taster_name,variety,year,rating
Argentina,1,0,0,0,0,1,0,10.0,Mendoza Province,Mendoza,Michael Schachner,White Blend,2007.0,0
France,0,1,1,0,0,0,0,48.0,Burgundy,Beaune,Roger Voss,Pinot Noir,2015.0,2
Portugal,0,0,1,0,0,0,0,20.0,Port,Napa Valley,Roger Voss,Port,2011.0,1
France,0,0,0,1,0,0,0,30.0,Provence,Bandol,Roger Voss,Rosé,2015.0,2
France,0,0,0,0,0,0,0,20.0,Alsace,Alsace,Roger Voss,Riesling,2008.0,3
US,0,0,0,0,0,0,0,39.0,California,Amador County,Jim Gordon,Primitivo,2012.0,1
US,0,0,0,0,0,0,1,13.0,California,Mendocino,Virginie Boone,Pinot Blanc,2012.0,1
US,1,0,1,0,0,0,0,39.0,California,Knights Valley,Roger Voss,Bordeaux-style Red Blend,2006.0,4
US,0,0,0,0,0,0,0,42.0,California,Russian River Valley,Roger Voss,Zinfandel,2010.0,2
Italy,0,0,0,0,1,0,1,59.0,Northeastern Italy,Friuli,Roger Voss,Ribolla Gialla,2005.0,1
US,0,0,0,0,0,0,1,28.0,Oregon,Willamette Valley,Paul Gregutt,Edelzwicker,2015.0,3
South Africa,1,0,0,0,0,0,1,10.0,Stellenbosch,Napa Valley,Susan Kostrzewa,White Blend,2007.0,1
Spain,0,0,0,0,0,0,0,21.0,Northern Spain,Rioja,Michael Schachner,Tempranillo,2008.0,0
US,0,0,0,0,0,0,0,69.0,California,Russian River Valley,Roger Voss,Pinot Noir,2009.0,3
US,0,0,0,1,0,0,0,50.0,California,Russian River Valley,Roger Voss,Pinot Noir,1999.0,4
Italy,0,0,0,0,0,0,0,77.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2010.0,2
Italy,0,0,1,0,0,0,0,105.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Sangiovese,2012.0,3
US,0,1,0,0,0,0,0,18.0,California,Lake County,Jim Gordon,Sauvignon Blanc,2014.0,1
Portugal,0,0,1,0,0,0,0,15.0,Alentejano,Napa Valley,Roger Voss,Portuguese Red,2010.0,1
France,1,1,0,0,0,0,0,20.0,Alsace,Crémant d'Alsace,Anne Krebiehl MW,Sparkling Blend,2011.0,2
New Zealand,0,0,0,0,0,0,0,18.0,Marlborough,Napa Valley,Joe Czerwinski,Pinot Noir,2013.0,1
US,1,0,0,0,0,0,0,50.0,Virginia,Virginia,Roger Voss,Red Blend,2010.0,2
France,1,0,0,0,0,0,0,15.0,Bordeaux,Bordeaux Supérieur,Roger Voss,Bordeaux-style Red Blend,2010.0,0
US,0,0,1,0,0,0,0,45.0,Washington,Red Mountain,Paul Gregutt,Syrah,2009.0,2
Greece,0,0,1,0,0,0,0,13.0,Peloponnese,Napa Valley,Susan Kostrzewa,Syrah,2010.0,3
US,1,1,1,0,0,0,0,54.0,California,Templeton Gap District,Matt Kettmann,Red Blend,2014.0,3
Italy,0,0,0,0,0,0,1,40.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Sangiovese,2012.0,3
US,0,0,0,0,0,0,0,25.0,Oregon,Willamette Valley,Michael Schachner,Pinot Noir,1998.0,1
Portugal,0,0,1,0,0,0,0,6.0,Tejo,Napa Valley,Roger Voss,Portuguese Red,2009.0,1
France,0,0,0,0,0,0,0,15.0,Burgundy,Mâcon-Vinzelles,Roger Voss,Chardonnay,2015.0,1
US,0,0,1,0,0,0,0,20.0,California,Mendocino County,Roger Voss,Zinfandel,2007.0,2
Spain,1,1,1,0,0,0,0,21.0,Northern Spain,Rioja,Michael Schachner,Tempranillo Blend,2005.0,3
US,0,0,0,0,0,0,0,39.0,California,Santa Ynez Valley,Matt Kettmann,Chardonnay,2012.0,3
Portugal,0,0,0,0,0,0,1,25.0,Beiras,Napa Valley,Roger Voss,Portuguese Sparkling,2010.0,1
Italy,0,0,0,0,0,0,0,19.0,Central Italy,Terre di Chieti,Roger Voss,Pecorino,2010.0,2
Argentina,0,0,0,0,0,0,0,14.0,Mendoza Province,Mendoza,Michael Schachner,Chardonnay,2009.0,0
US,1,0,0,0,0,0,0,18.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Red Blend,2015.0,2
France,0,0,0,0,0,0,0,14.0,Bordeaux,Bordeaux Blanc,Roger Voss,Sauvignon Blanc,2013.0,1
Italy,0,1,0,0,0,0,1,24.0,Piedmont,Langhe,Roger Voss,Nebbiolo,2009.0,3
US,0,0,1,0,0,0,0,13.0,California,California,Roger Voss,Zinfandel,2010.0,1
Italy,0,1,0,0,0,0,0,25.0,Southern Italy,Sannio,Kerin O’Keefe,Greco,2015.0,2
US,0,0,1,0,0,0,0,20.0,Oregon,Applegate Valley,Paul Gregutt,Merlot,2000.0,1
US,0,0,1,0,0,0,0,17.0,California,Clarksburg,Virginie Boone,Pinot Noir,2010.0,0
Italy,0,1,1,0,0,0,0,27.0,Tuscany,Montecucco,Kerin O’Keefe,Sangiovese,2011.0,1
Italy,0,1,0,0,0,0,0,30.0,Southern Italy,Val di Neto,Roger Voss,Mantonico,2008.0,3
US,0,1,0,0,0,1,0,29.0,California,Dry Creek Valley,Roger Voss,Chardonnay,2007.0,3
Italy,0,0,0,0,0,0,0,55.0,Tuscany,Brunello di Montalcino,Roger Voss,Sangiovese Grosso,2007.0,4
US,0,0,1,0,0,0,0,40.0,Oregon,Rogue Valley,Paul Gregutt,Grenache,2012.0,2
US,1,0,0,0,0,0,1,14.0,California,Clarksburg,Virginie Boone,Chenin Blanc-Viognier,2012.0,1
Spain,1,0,1,0,0,0,0,15.0,Northern Spain,Rioja,Michael Schachner,Tempranillo Blend,2004.0,2
US,0,0,1,0,0,0,0,32.0,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Syrah,2013.0,3
US,0,0,1,0,0,0,0,99.0,California,Howell Mountain,Virginie Boone,Cabernet Sauvignon,2013.0,4
US,0,1,0,0,0,0,0,40.0,California,Santa Lucia Highlands,Matt Kettmann,Chardonnay,2013.0,2
US,0,1,0,0,0,0,0,20.0,California,Russian River Valley,Virginie Boone,Pinot Noir,2015.0,3
US,0,0,0,0,0,0,0,28.0,Oregon,Columbia Valley (OR),Paul Gregutt,Chardonnay,2014.0,2
Italy,1,0,0,0,0,0,0,81.0,Tuscany,Toscana,Roger Voss,Red Blend,2007.0,4
Spain,0,1,0,0,0,0,0,77.0,Northern Spain,Ribera del Duero,Michael Schachner,Tempranillo,2012.0,3
Argentina,0,0,0,0,0,0,0,13.0,Mendoza Province,Mendoza,Michael Schachner,Chardonnay,2009.0,2
US,0,1,1,0,0,0,1,15.0,California,Monterey County,Roger Voss,Pinot Noir,2008.0,1
France,0,1,1,0,0,0,1,16.0,France Other,Vin de France,Roger Voss,Malbec,2012.0,3
Austria,0,0,0,0,0,0,0,13.0,Carnuntum,Napa Valley,Anne Krebiehl MW,Grüner Veltliner,2016.0,2
US,0,1,0,1,0,0,0,29.0,California,Lake County,Virginie Boone,Tempranillo,2011.0,1
Italy,0,0,0,0,0,0,1,25.0,Tuscany,Chianti Classico,Roger Voss,Sangiovese,2007.0,2
US,0,0,0,0,0,0,0,22.0,California,Napa Valley,Roger Voss,Merlot,2004.0,1
Italy,0,0,1,0,0,0,0,99.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2010.0,2
US,0,0,1,0,0,0,0,50.0,California,Russian River Valley,Virginie Boone,Pinot Noir,2014.0,3
US,0,0,1,0,0,0,0,65.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Noir,2012.0,4
US,0,0,0,0,0,0,0,14.0,Washington,Columbia Valley (WA),Paul Gregutt,Riesling,2010.0,2
US,1,1,0,0,0,0,1,16.0,California,California,Jim Gordon,White Blend,2011.0,2
US,0,0,1,0,0,0,0,75.0,California,Alexander Valley,Virginie Boone,Cabernet Sauvignon,2010.0,3
Spain,0,0,0,0,0,0,0,17.0,Galicia,Rías Baixas,Michael Schachner,Albariño,2007.0,2
France,0,1,1,0,0,0,0,19.0,Southwest France,Marcillac,Roger Voss,Mansois,2010.0,2
US,0,0,0,0,0,0,0,25.0,Washington,Red Mountain,Paul Gregutt,Viognier,2010.0,2
US,0,0,0,0,0,0,0,17.0,New York,Finger Lakes,Roger Voss,Cabernet Franc,2006.0,1
France,0,0,0,0,0,0,0,25.0,Burgundy,Pommard,Roger Voss,Pinot Noir,2003.0,3
US,0,0,1,0,0,0,0,55.0,California,Carmel Valley,Matt Kettmann,Pinot Noir,2014.0,4
US,0,0,1,0,0,0,0,60.0,California,Rutherford,Roger Voss,Sangiovese,2010.0,2
Argentina,0,0,0,0,0,0,0,40.0,Mendoza Province,Mendoza,Michael Schachner,Malbec,2008.0,2
Italy,0,0,0,0,0,0,0,18.0,Piedmont,Dogliani Superiore,Kerin O’Keefe,Dolcetto,2011.0,3
France,0,0,0,0,0,0,0,13.0,Provence,Coteaux Varois en Provence,Roger Voss,Rosé,2015.0,1
France,1,0,0,0,0,0,0,25.0,Bordeaux,Médoc,Roger Voss,Bordeaux-style Red Blend,2010.0,3
Italy,1,0,0,0,0,0,0,13.0,Sicily & Sardinia,Sicilia,Roger Voss,White Blend,2006.0,2
Argentina,0,0,0,0,0,0,0,17.0,Mendoza Province,Tupungato,Michael Schachner,Chenin Blanc,2016.0,1
Italy,0,0,1,0,0,0,1,26.0,Tuscany,Rosso di Montalcino,Kerin O’Keefe,Sangiovese,2014.0,2
US,1,0,1,0,0,1,0,17.0,California,Russian River Valley,Roger Voss,Sparkling Blend,2010.0,1
US,1,1,0,0,0,0,1,16.0,California,Santa Ynez Valley,Roger Voss,Semillon-Sauvignon Blanc,2000.0,2
US,1,0,0,0,0,0,0,90.0,Washington,Horse Heaven Hills,Paul Gregutt,Bordeaux-style Red Blend,2009.0,4
Italy,0,0,0,0,0,0,0,61.0,Tuscany,Toscana,Roger Voss,Sangiovese,2001.0,3
France,0,0,0,0,0,0,0,31.0,Burgundy,Pouilly-Loché,Roger Voss,Chardonnay,2015.0,3
England,0,0,0,0,0,0,0,56.0,England,Napa Valley,Anne Krebiehl MW,Chardonnay,2011.0,4
US,0,0,1,0,0,0,0,24.0,New York,Finger Lakes,Susan Kostrzewa,Cabernet Sauvignon,2006.0,2
Spain,0,1,0,1,0,0,0,8.0,Northern Spain,Navarra,Michael Schachner,Rosado,2015.0,1
US,0,1,0,0,0,0,1,20.0,California,Edna Valley,Roger Voss,Grüner Veltliner,2010.0,3
Italy,0,0,1,0,0,0,0,140.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Sangiovese,2010.0,4
Italy,0,0,0,0,0,0,0,45.0,Central Italy,Montefalco Sagrantino,Kerin O’Keefe,Sagrantino,2009.0,2
US,0,0,0,0,0,1,0,24.0,California,Sonoma Valley,Roger Voss,Chardonnay,2010.0,1
Austria,0,0,1,0,0,0,0,25.0,Thermenregion,Napa Valley,Anne Krebiehl MW,Pinot Noir,2014.0,3
US,1,0,1,0,0,0,0,29.0,California,California,Roger Voss,Rhône-style Red Blend,2011.0,0
Chile,1,0,0,0,0,0,0,29.0,Curicó Valley,Napa Valley,Michael Schachner,Red Blend,2010.0,3
Spain,0,0,0,0,0,0,1,10.0,Northern Spain,Rueda,Michael Schachner,Verdejo,2015.0,1
Italy,1,0,0,0,0,0,0,60.0,Tuscany,Toscana,Kerin O’Keefe,Red Blend,2013.0,2
Portugal,0,0,1,0,0,1,0,25.0,Dão,Napa Valley,Roger Voss,Portuguese Red,2007.0,3
US,1,0,1,0,0,0,0,20.0,California,Sierra Foothills,Jim Gordon,Red Blend,2012.0,2
Italy,0,0,0,0,0,0,0,16.0,Veneto,Prosecco di Conegliano,Roger Voss,Prosecco,2011.0,1
Spain,0,0,1,0,0,0,0,20.0,Central Spain,Vino de la Tierra de Castilla,Michael Schachner,Tempranillo,2011.0,3
Italy,0,0,1,0,0,0,0,15.0,Veneto,Recioto della Valpolicella Classico,Roger Voss,"Corvina, Rondinella, Molinara",2007.0,2
Austria,1,0,0,0,0,0,0,30.0,Vienna,Napa Valley,Roger Voss,Austrian Red Blend,2009.0,3
US,0,1,1,0,0,0,0,22.0,California,Santa Ynez Valley,Roger Voss,Syrah,2009.0,2
Portugal,0,0,0,0,0,0,0,50.0,Alentejano,Napa Valley,Roger Voss,Portuguese Red,2011.0,3
US,0,1,0,0,0,0,0,17.0,New York,Seneca Lake,Anna Lee C. Iijima,Riesling,2013.0,1
US,0,0,0,0,0,0,0,95.0,California,Napa Valley,Virginie Boone,Cabernet Sauvignon,2011.0,3
US,1,0,0,0,0,0,1,22.0,California,Livermore Valley,Virginie Boone,Semillon-Sauvignon Blanc,2007.0,3
France,0,0,0,0,0,0,0,25.0,Alsace,Alsace,Anne Krebiehl MW,Pinot Gris,2014.0,2
France,0,0,0,0,0,0,0,18.0,France Other,Roussette de Savoie,Roger Voss,Altesse,2012.0,2
France,1,0,0,0,0,0,0,25.0,Bordeaux,Pessac-Léognan,Roger Voss,Bordeaux-style White Blend,2008.0,3
US,0,0,0,0,0,0,0,12.0,Oregon,Umpqua Valley,Paul Gregutt,Chardonnay,2000.0,1
Italy,1,0,1,0,0,0,0,25.0,Tuscany,Toscana,Roger Voss,Red Blend,2007.0,3
US,0,0,1,0,0,0,0,55.0,California,Napa Valley,Roger Voss,Cabernet Sauvignon,2010.0,3
Argentina,0,0,0,0,0,1,0,18.0,Mendoza Province,Mendoza,Michael Schachner,Torrontés,2011.0,1
Spain,0,0,1,0,0,0,0,30.0,Northern Spain,Rioja,Michael Schachner,Tempranillo,2010.0,3
Germany,0,1,0,0,0,0,0,24.0,Mosel,Napa Valley,Anna Lee C. Iijima,Riesling,2011.0,3
US,0,0,0,0,0,0,0,30.0,Washington,Horse Heaven Hills,Sean P. Sullivan,Petit Verdot,2012.0,3
US,0,0,1,0,0,0,0,40.0,California,Santa Clara Valley,Matt Kettmann,Charbono,2012.0,3
US,0,1,0,0,0,0,0,50.0,California,Sonoma Coast,Roger Voss,Pinot Noir,2010.0,1
US,0,1,0,0,0,0,0,42.0,California,Sonoma Coast,Virginie Boone,Pinot Noir,2014.0,3
South Africa,0,0,0,0,0,0,0,23.0,Stellenbosch,Napa Valley,Lauren Buzzeo,Chardonnay,2011.0,2
US,0,0,0,0,0,0,0,13.0,New York,Finger Lakes,Susan Kostrzewa,Chardonnay,2006.0,2
Portugal,0,1,0,0,0,0,0,23.0,Alentejano,Napa Valley,Roger Voss,Arinto,2016.0,3
Italy,0,0,0,1,0,0,0,49.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2010.0,4
US,0,0,0,0,0,0,0,80.0,California,Napa Valley,Roger Voss,Cabernet Sauvignon,2009.0,2
US,0,1,0,0,0,0,1,25.0,California,Paso Robles,Roger Voss,Trebbiano,2006.0,2
Argentina,0,0,0,0,0,0,1,8.0,Other,San Juan,Michael Schachner,Chardonnay,2016.0,1
US,0,0,0,0,0,0,0,55.0,California,Napa Valley,Roger Voss,Cabernet Sauvignon,2004.0,3
France,1,0,0,0,0,0,0,17.0,Bordeaux,Cadillac Côtes de Bordeaux,Roger Voss,Bordeaux-style Red Blend,2014.0,2
US,0,1,1,0,0,0,0,35.0,California,Russian River Valley,Roger Voss,Pinot Noir,2007.0,2
US,0,1,0,0,0,0,0,54.0,California,Russian River Valley,Virginie Boone,Pinot Noir,2015.0,3
US,0,0,0,0,0,0,0,18.0,Washington,Columbia Valley (WA),Paul Gregutt,Sauvignon Blanc,2013.0,3
Austria,0,0,0,0,0,0,0,17.0,Burgenland,Napa Valley,Anne Krebiehl MW,Blaufränkisch,2014.0,3
US,1,0,0,0,0,0,0,28.0,California,Sierra Foothills,Virginie Boone,Rhône-style Red Blend,2008.0,2
US,0,0,1,0,0,1,0,12.0,California,Paso Robles,Roger Voss,Zinfandel,2010.0,2
US,0,0,0,0,0,0,0,12.0,California,California,Jim Gordon,Pinot Grigio,2016.0,2
US,0,0,0,0,0,0,0,32.0,Washington,Yakima Valley,Sean P. Sullivan,Syrah,2013.0,3
US,0,0,1,0,0,0,0,50.0,California,Santa Ynez Valley,Matt Kettmann,Cabernet Sauvignon,2013.0,3
US,0,0,0,0,0,1,0,35.0,California,Napa Valley,Roger Voss,Chardonnay,2010.0,3
Italy,0,0,1,0,0,0,0,75.0,Tuscany,Brunello di Montalcino,Roger Voss,Sangiovese Grosso,2007.0,4
US,0,0,0,0,0,0,0,16.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Gris,2013.0,1
Bulgaria,0,0,0,0,0,0,0,12.0,Thracian Valley,Napa Valley,Jeff Jenssen,Traminer,2016.0,2
US,0,0,0,0,0,0,0,45.0,California,Napa Valley,Roger Voss,Chardonnay,2012.0,3
US,0,0,0,0,0,0,0,13.0,New York,New York,Susan Kostrzewa,Riesling,2006.0,1
Spain,0,0,1,0,0,0,0,12.0,Northern Spain,Rioja,Michael Schachner,Rosado,2015.0,0
US,0,0,0,0,0,0,1,15.0,California,Livermore Valley,Virginie Boone,Chardonnay,2011.0,2
US,0,1,0,0,0,0,0,45.0,California,Carneros,Roger Voss,Chardonnay,2010.0,2
US,0,1,0,0,0,0,0,28.0,California,Paso Robles,Roger Voss,Merlot,2010.0,1
US,0,1,0,0,0,0,0,30.0,California,Mendocino County,Virginie Boone,Gewürztraminer,2010.0,2
US,0,0,1,1,0,0,0,25.0,California,Santa Maria Valley,Matt Kettmann,Pinot Noir,2016.0,2
Chile,0,0,0,0,0,0,0,14.0,Casablanca Valley,Napa Valley,Michael Schachner,Chardonnay,2005.0,2
Portugal,0,1,1,0,0,1,0,21.0,Douro,Napa Valley,Roger Voss,Portuguese Red,2008.0,3
Austria,0,0,0,0,0,0,1,25.0,Südsteiermark,Napa Valley,Anne Krebiehl MW,Sauvignon Blanc,2012.0,2
Germany,0,1,0,0,0,0,0,49.0,Rheingau,Napa Valley,Anna Lee C. Iijima,Riesling,2015.0,4
South Africa,0,0,0,0,0,1,0,25.0,Stellenbosch,Napa Valley,Lauren Buzzeo,Chardonnay,2013.0,3
Italy,1,0,1,0,0,0,0,14.0,Central Italy,Rosso Piceno,Kerin O’Keefe,Red Blend,2010.0,1
Italy,0,0,1,0,0,1,0,70.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Sangiovese,2009.0,2
US,0,0,0,0,0,0,0,21.0,California,Anderson Valley,Virginie Boone,Pinot Gris,2012.0,2
France,0,0,1,0,0,0,0,20.0,Beaujolais,Morgon,Roger Voss,Gamay,2013.0,2
Australia,0,0,0,0,0,0,0,10.0,Victoria,Victoria,Roger Voss,Pinot Grigio,2008.0,1
Italy,0,0,0,0,0,0,1,20.0,Sicily & Sardinia,Terre Siciliane,Kerin O’Keefe,Grillo,2015.0,1
US,0,0,1,0,0,0,0,40.0,California,Paso Robles,Matt Kettmann,Cabernet Sauvignon,2014.0,1
France,0,0,1,0,0,0,0,20.0,Burgundy,Bourgogne,Roger Voss,Pinot Noir,2014.0,2
France,1,1,0,0,0,0,0,25.0,Bordeaux,Saint-Émilion,Roger Voss,Bordeaux-style Red Blend,2008.0,4
France,0,0,1,0,0,0,0,16.0,Languedoc-Roussillon,Languedoc,Lauren Buzzeo,Rosé,2015.0,1
France,0,0,1,0,0,0,0,50.0,Burgundy,Savigny-lès-Beaune,Roger Voss,Pinot Noir,2014.0,2
France,0,0,0,0,0,0,0,75.0,Southwest France,Pacherenc du Vic Bilh,Roger Voss,Petit Manseng,2010.0,3
US,0,0,0,0,0,1,0,7.0,California,California,Roger Voss,Moscato,2010.0,1
Austria,0,0,0,0,0,0,1,23.0,Niederösterreich,Napa Valley,Roger Voss,Riesling,2008.0,3
US,0,1,0,0,0,0,0,19.0,California,Sierra Foothills,Jim Gordon,Zinfandel,2014.0,1
US,1,0,0,0,0,0,0,39.0,California,Napa Valley,Virginie Boone,Red Blend,2008.0,2
US,0,1,0,0,0,0,0,36.0,California,Livermore Valley,Roger Voss,Cabernet Sauvignon,2005.0,1
Italy,0,0,0,0,0,0,0,25.0,Piedmont,Barbaresco,Kerin O’Keefe,Nebbiolo,2013.0,1
Austria,0,0,1,0,0,0,0,19.0,Burgenland,Napa Valley,Anne Krebiehl MW,Chardonnay,2015.0,2
US,0,0,0,0,0,0,1,30.0,Oregon,Willamette Valley,Paul Gregutt,Sauvignon Blanc,2012.0,2
Italy,0,1,0,0,0,0,1,65.0,Tuscany,Brunello di Montalcino,Roger Voss,Sangiovese Grosso,2008.0,2
US,0,0,1,0,0,0,0,17.0,California,Dry Creek Valley,Virginie Boone,Merlot,2013.0,1
US,1,0,1,0,0,0,0,27.0,California,Paso Robles,Matt Kettmann,Red Blend,2011.0,3
Italy,1,0,0,0,0,0,0,25.0,Sicily & Sardinia,Etna,Kerin O’Keefe,Red Blend,2014.0,3
Portugal,0,0,1,0,0,0,0,18.0,Douro,Napa Valley,Roger Voss,Portuguese Red,2014.0,1
US,0,0,0,0,0,0,0,100.0,California,Napa Valley,Roger Voss,Cabernet Sauvignon,1997.0,4
Greece,1,1,0,0,0,0,0,55.0,Epanomi,Napa Valley,Susan Kostrzewa,Red Blend,2007.0,2
US,1,0,0,0,0,0,1,25.0,California,Livermore Valley,Roger Voss,Semillon-Sauvignon Blanc,2005.0,1
US,0,0,0,0,0,0,0,13.0,California,California,Jim Gordon,Sauvignon Blanc,2015.0,2
US,0,0,0,0,0,0,0,25.0,California,Sta. Rita Hills,Matt Kettmann,Chardonnay,2012.0,3
Portugal,0,0,1,0,0,0,0,29.0,Lisboa,Napa Valley,Roger Voss,Portuguese Red,2015.0,3
US,1,1,0,0,0,0,0,16.0,California,Paso Robles,Roger Voss,Rhône-style Red Blend,2004.0,0
France,1,0,0,0,0,0,0,25.0,Bordeaux,Saint-Émilion,Roger Voss,Bordeaux-style Red Blend,2006.0,3
France,1,0,0,0,0,0,0,15.0,Bordeaux,Bordeaux Supérieur,Roger Voss,Bordeaux-style Red Blend,2011.0,2
France,0,1,0,0,0,0,0,20.0,Alsace,Alsace,Anne Krebiehl MW,Pinot Gris,2013.0,3
Argentina,0,0,0,0,0,0,0,13.0,Mendoza Province,Mendoza,Michael Schachner,Tempranillo,0.0,2
US,0,0,1,0,0,0,0,30.0,California,Paso Robles,Matt Kettmann,Zinfandel,2013.0,2
US,0,1,0,0,0,0,1,24.0,Oregon,Willamette Valley,Paul Gregutt,Riesling,2013.0,3
Italy,0,0,0,0,0,0,0,20.0,Veneto,Prosecco di Conegliano e Valdobbiadene,Roger Voss,Prosecco,2006.0,2
France,0,0,0,0,0,0,1,60.0,Burgundy,Meursault,Roger Voss,Chardonnay,2014.0,3
Italy,1,0,0,0,0,0,1,16.0,Tuscany,Chianti Classico,Kerin O’Keefe,Red Blend,2010.0,3
France,0,0,0,0,0,0,0,20.0,Southwest France,Cahors,Roger Voss,Malbec,2014.0,3
Italy,1,0,1,0,0,0,1,18.0,Veneto,Bardolino Chiaretto,Kerin O’Keefe,Red Blend,2016.0,1
US,0,1,0,0,0,0,1,22.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Riesling,2013.0,2
US,0,1,1,0,0,0,0,16.0,California,Mendocino County,Roger Voss,Cabernet Sauvignon,2006.0,1
France,0,0,0,0,0,0,0,25.0,Loire Valley,Sancerre,Roger Voss,Sauvignon Blanc,2013.0,2
Germany,0,1,0,0,0,0,0,15.0,Mosel,Napa Valley,Anna Lee C. Iijima,Riesling,2014.0,2
US,0,0,1,0,0,0,0,12.0,California,California,Jim Gordon,Pinot Noir,2013.0,1
France,0,0,0,0,0,0,0,31.0,Burgundy,Mercurey,Roger Voss,Chardonnay,2009.0,2
Chile,0,0,0,0,0,0,0,25.0,Colchagua Costa,Napa Valley,Michael Schachner,Sauvignon Blanc,2012.0,1
Italy,0,0,1,1,0,0,0,60.0,Piedmont,Gattinara,Kerin O’Keefe,Nebbiolo,2009.0,3
Australia,0,0,0,0,0,0,0,19.0,South Australia,McLaren Vale,Joe Czerwinski,Shiraz,2008.0,2
US,0,0,0,0,0,0,0,18.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Gris,2016.0,2
France,1,0,1,0,0,0,0,18.0,Bordeaux,Bordeaux,Roger Voss,Bordeaux-style Red Blend,2014.0,2
South Africa,1,0,1,0,0,0,0,25.0,Stellenbosch,Napa Valley,Lauren Buzzeo,Bordeaux-style Red Blend,2014.0,3
US,0,0,1,0,0,0,0,28.0,California,Paso Robles,Matt Kettmann,Cabernet Franc,2010.0,3
US,0,0,0,0,0,1,0,29.0,Oregon,Ribbon Ridge,Paul Gregutt,Gamay Noir,2012.0,3
Australia,0,0,1,0,0,0,0,13.0,New South Wales,Riverina,Roger Voss,Cabernet Sauvignon,2008.0,1
US,0,1,0,1,0,0,0,14.0,New York,Finger Lakes,Anna Lee C. Iijima,Gewürztraminer,2010.0,2
US,0,0,0,0,0,0,0,125.0,California,Oakville,Virginie Boone,Cabernet Sauvignon,2012.0,3
US,0,0,0,0,0,1,0,12.0,California,California,Roger Voss,Petite Sirah,2010.0,0
Italy,0,0,0,0,0,0,1,28.0,Northeastern Italy,Collio,Kerin O’Keefe,Friulano,2014.0,1
France,1,0,1,0,0,0,0,16.0,Bordeaux,Côtes de Bourg,Roger Voss,Bordeaux-style Red Blend,2010.0,2
New Zealand,0,0,0,0,0,0,1,18.0,Marlborough,Napa Valley,Joe Czerwinski,Sauvignon Blanc,2013.0,3
Italy,1,0,0,0,0,1,0,19.0,Tuscany,Toscana,Roger Voss,Red Blend,2009.0,2
France,1,0,1,0,0,0,0,23.0,Languedoc-Roussillon,Côtes du Roussillon,Lauren Buzzeo,Rhône-style Red Blend,2009.0,1
US,0,0,0,0,0,1,0,40.0,California,Napa Valley,Roger Voss,Zinfandel,2009.0,1
Germany,0,0,0,0,0,1,0,53.0,Mosel,Napa Valley,Anna Lee C. Iijima,Riesling,2015.0,3
France,0,0,0,1,0,0,0,9.0,France Other,Mediterranée,Roger Voss,Rosé,2015.0,1
Spain,0,1,0,0,0,0,1,17.0,Catalonia,Terra Alta,Michael Schachner,Grenache Blanc,2015.0,2
Argentina,1,0,1,0,0,0,0,50.0,Mendoza Province,Agrelo,Michael Schachner,Bordeaux-style Red Blend,2008.0,3
Italy,0,0,1,0,0,0,0,14.0,Northeastern Italy,Alto Adige,Kerin O’Keefe,Schiava,2013.0,2
France,0,0,0,0,0,0,1,25.0,Bordeaux,Pessac-Léognan,Roger Voss,Sauvignon Blanc,2016.0,3
Hungary,1,0,0,0,0,0,1,24.0,Tokaj,Napa Valley,Jeff Jenssen,White Blend,2011.0,2
US,0,0,1,0,0,0,0,23.0,New Mexico,New Mexico,Susan Kostrzewa,Meritage,2005.0,1
US,0,0,0,0,0,0,0,35.0,California,Sonoma Coast,Roger Voss,Pinot Noir,2012.0,2
US,0,1,0,0,0,0,0,22.0,California,Calaveras County,Roger Voss,Viognier,2006.0,2
Australia,1,0,1,0,0,0,0,20.0,South Australia,Barossa Valley,Joe Czerwinski,G-S-M,2012.0,3
US,0,0,0,0,0,0,0,8.0,California,California,Roger Voss,Chardonnay,2001.0,1
US,0,0,1,0,0,0,0,98.0,California,Russian River Valley,Virginie Boone,Malbec,2011.0,2
US,0,0,0,0,0,0,0,11.0,California,California,Roger Voss,Pinot Noir,2010.0,1
US,0,1,0,0,0,0,0,28.0,California,Napa Valley,Roger Voss,Merlot,2007.0,2
US,0,0,1,1,0,0,0,28.0,California,Santa Barbara County,Matt Kettmann,Pinot Noir,2013.0,3
Portugal,0,0,0,0,0,0,0,13.0,Douro,Napa Valley,Roger Voss,Portuguese Red,2008.0,1
Italy,0,0,1,0,0,0,0,50.0,Central Italy,Romagna,Kerin O’Keefe,Sangiovese,2013.0,2
